ein,org_name,state,city,sector,website,employee_count,volunteer_count,total_revenue,total_expenses,contributions_grants,program_service_revenue,grant_dependency_pct,num_foundation_grants,num_unique_funders,total_foundation_grant_amount,icp_score,fundraising_likelihood_score,mission_statement,fiscal_year_end_month,program_revenue_pct,volunteer_to_employee_ratio
911074716,EMERGENCY SUPPORT SHELTER,WA,LONGVIEW,P,HTTPS://WWW.ESSHELTER.COM/,46,31,1988928.00,1974694.00,1980107.00,0.00,99.56,12,6,77991.00,8,6,"OUR MISSION IS TO END SEXUAL AND DOMESTIC VIOLENCE WHILE PROVIDING EDUCATION, SAFETY AND SUPPORT TO OUR COMMUNITY.",6,0.0,0.67
954635295,CHILDREN TODAY INC,CA,LONG BEACH,P,WWW.CHILDRENTODAY.ORG,21,13,1903027.00,1817646.00,1869459.00,518.00,98.24,3,2,60000.00,12,5,"TO PROVIDE TRAUMA-INFORMED CHILD DEVELOPMENT, PRESCHOOL, AND FAMILY SUPPORT SERVICES TO FAMILIES EXPERIENCING HOMELESSNESS, AND/OR MALTREATMENT, FOSTERING LONG-TERM STABILITY AND SUCCESS.",6,0.0,0.62
510204442,DISABLED RESOURCES CENTER INC,CA,LONG BEACH,P,HTTPS://DRCINC.ORG/,17,12,1865738.00,1439098.00,1800307.00,59938.00,96.49,3,3,30000.00,12,5,"THE PURPOSE OF DISABLED RESOURCES CENTER, INC. THE CENTER IS TO EMPOWER PEOPLE WITH DISABILITIES TO LIVE INDEPENDENTLY IN THEIR COMMUNITY, TO MAKE THEIR OWN DECISIONS ABOUT THEIR LIVES AND TO ADVOCATE IN THEIR OWN BEHALF. THE CENTER PROVIDES SERVICES TO ALL PEOPLE WITH DISABILITIES, REGARDLESS OF THEIR AGE, GENDER, ETHNICITY, SEE SCH. O",9,3.2,0.71
352035269,Simon Youth Foundation Inc,IN,Indianapolis,B,SYF.ORG,8,1000,3165774.00,2796459.00,2829878.00,5388.00,89.39,2,1,3000.00,11,5,"SIMON YOUTH FOUNDATION (SYF) IS A NATIONAL NON-PROFIT COMMITTED TO HELPING STUDENTS GRADUATE FROM HIGH SCHOOL AND PURSUE POST-SECONDARY EDUCATIONAL OPPORTUNITIES. SYF EXECUTES THIS MISSION BY PARTNERING WITH LOCAL PUBLIC SCHOOL DISTRICTS TO LAUNCH SIMON YOUTH ACADEMIES, THROUGH WHICH STUDENTS AT RISK OF DROPPING OUT OF HIGH SCHOOL RECEIVE THE PERSONALIZED SUPPORT NEEDED TO EARN THEIR DIPLOMAS, AND BY PROVIDING RENEWABLE SIMON YOUTH SCHOLARSHIPS TO GRADUATING SENIORS WHO LIVE NEAR SIMON MALLS. TODAY, SIMON YOUTH FOUNDATION OPERATES 44 SIMON YOUTH ACADEMIES IN PARTNERSHIP WITH 29 PUBLIC SCHOOL DISTRICTS IN 16 STATES. SINCE ITS INCEPTION SYF HAS MAINTAINED A 91 PERCENT GRADUATION RATE AT ITS SIMON YOUTH ACADEMIES, HELPING THOUSANDS OF STUDENTS EARN THEIR HIGH SCHOOL DIPLOMAS, AND AWARDED MORE THAN $1 MILLION ANNUALLY IN SIMON YOUTH SCHOLARSHIPS.",12,0.2,125.00
570507961,SENIOR ACTION INC,SC,GREENVILLE,P,WWW.SENIORACTION.ORG,22,100,1853012.00,2002039.00,1999725.00,0.00,107.92,3,3,25400.00,11,5,"WE ARE DEDICATED TO STRENGTHENING GREENVILLE COUNTY'S MATURING POPULATION AND THEIR FAMILIES BY PROVIDING ACCESS TO RESOURCES THEY NEED FOR PHYSICAL, EMOTIONAL AND SOCIAL WELL-BEING.",6,0.0,4.55
161535203,COMPUTERS FOR CHILDREN INC,NY,BUFFALO,B,WWW.MISSIONIGNITE.ORG,33,0,1386982.00,1202271.00,1353932.00,0.00,97.62,2,2,260000.00,11,5,COMPUTERS FOR CHILDREN ENHANCES EDUCATIONAL OPPORTUNITIES AND ENRICHES LIVES THROUGH TECHNOLOGY. THE ORGANIZATION'S VISION IS TO BE THE COMMUNITY'S LEADING TECHNOLOGY RESOURCE FOR HIGH-NEED COMMUNITIES AND THOSE THAT SERVE THEM.,12,0.0,
391247541,WALKER'S POINT YOUTH AND FAMILY CENTER,WI,MILWAUKEE,P,WWW.WALKERSPOINT.ORG,33,80,1226811.00,1375478.00,1212453.00,0.00,98.83,3,2,36000.00,11,5,"MEET THE NEEDS OF HOMELESS, VULNERABLE, AND STRUGGLING YOUTH AND FAMILIES FROM OUR COMMUNITY. THROUGH PROVIDING SERVICES, WE EMPOWER YOUTH, HELP THEM RESOLVE THEIR PROBLEMS, AND STRENGTHEN FAMILIES IN ORDER TO ASSIST IN CREATING SAFE AND STABLE HOMES.",6,0.0,2.42
581899051,NORTHWEST ARKANSAS WOMEN'S SHELTER,AR,ROGERS,P,NWAWS.ORG,44,13,1349086.00,1635571.00,1110308.00,0.00,82.30,3,3,57600.00,11,5,THE NORTHWEST ARKANSAS WOMEN'S SHELTER IS COMMITTED TO SERVING VICTIMS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT AND EMPOWERING THEM TO BUILD LIVES FREE OF VIOLENCE.,12,0.0,0.30
201738995,INTERNATIONAL CHILDREN'S NETWORK,WA,KENT,P,WWW.ICNCHILDREN.NET,5,,1461245.00,1474916.00,1222842.00,0.00,83.68,3,1,12000.00,11,5,TO FIND AS MANY EDUCATIONAL SPONSORSHIPS AS POSSIBLE FOR OUR WORLD'S 600 MILLIOMN ORPHANED AND AT-RISK CHULDREN IN PROVIDING A COMPLETE EDUCATION THRU THEIR NATIONS HIGHEST UNIVERSITY OF VOCATIONAL LEVELS.,12,0.0,
830217836,EPPSON CENTER FOR SENIORS INC,WY,LARAMIE,P,WWW.EPPSONCENTER.ORG,23,166,1678104.00,1075256.00,1580125.00,111353.00,94.16,3,3,26262.00,11,5,"EPPSON CENTER FOR SENIORS, INC IS A NON-PROFIT AGENCY WHICH ADMINISTERS THE TITLE III, ADULT HOME CARE, MEDICAL ASSISTANCE, AND SECTION 18 PROGRAMS IN LARAMIE, WYOMING",9,6.6,7.22
043340744,VALUING OUR CHILDREN INC,MA,ATHOL,P,WWW.VALUINGOURCHILDREN.ORG,22,15,1773697.00,1806210.00,1744059.00,4047.00,98.33,3,2,6500.00,11,5,CHILD ABUSE PREVENTION,6,0.2,0.68
473482005,CHANCES FOR CHILDREN - NY INC,NY,BRONX,B,WWW.CHANCESFORCHILDREN-NY.ORG,11,0,1045388.00,1328274.00,1012038.00,29567.00,96.81,1,1,500.00,11,5,"THE PURPOSE OF THE ORGANIZATION IS TO NURTURE THE STRENGTHS WITHIN PARENT-CHILD RELATIONSHIPS IN ORDER TO PROMOTE WELL-BEING AND HEALTHY DEVELOPMENT AND PROTECT CHILDREN FROM BIRTH TO AGE FIVE FROM THE IMPACT OF STRESS, ADVERSITY, AND TRAUMA.",12,2.8,
202041432,HOMELESS ASSISTANCE LEADERSHIP ORGANIZATION INC,WI,RACINE,P,HALOINC.ORG,46,,2806051.00,3392649.00,2753129.00,9737.00,98.11,3,2,15500.00,11,5,THE MISSION OF THE HOMELESS ASSISTANCE LEADERSHIP ORGANIZATION HALO IS TO PROVIDE A PATHWAY TO SELF-SUFFICIENCY FOR THOSE EXPERIENCING HOMELESSNESS IN RACINE COUNTY,6,0.3,
260161560,The Black Fire Brigade Org,IL,Chicago,N,N/A,10,3,1558587.00,1677803.00,1558587.00,0.00,100.00,1,1,20.00,11,5,"Organized exclusively for charitable and educational purpose, to train and educate 1st Responder in the EMT, Firefighter, and Paramedic Industry.",12,0.0,0.30
473974624,PATHWAYS SHELTER FOR THE HOMELESS,SD,YANKTON,P,WWW.YANKTONPATHWAYS.ORG,32,81,1049326.00,958383.00,943955.00,97731.00,89.96,3,3,12575.00,11,5,PATHWAY'S MISSION IS TO SERVE THE IMMEDIATE NEEDS OF INDIVIDUALS AND FAMILIES EXPERIENCING HOMELESSNESS WITHIN THE YANKTON AREA WHILE ENGAGING PARTNERS IN DEVELOPING LONG TERM SOLUTIONS.,12,9.3,2.53
800064237,NATIONAL ACADEMIC YOUTH CORPS INC,CA,SACRAMENTO,B,WWW.SOJOARTSMUSEUM.ORG,0,200,1022272.00,940102.00,1011495.00,10777.00,98.95,1,1,12000.00,11,5,"THE ORGANIZATIONS MISSION IS TO OPEN MINDS AND CHANGE LIVES THROUGH THE EXPLORATION AND CELEBRATION OF AFRICAN AMERICAN HISTORY, EXPERIENCES AND CULTURE THROUGH ART EDUCATION AND OUTREACH.",12,1.1,
526064548,FOR LOVE OF CHILDREN,DC,WASHINGTON,P,WWW.FLOC.ORG,23,168,1067220.00,1347455.00,1069088.00,0.00,100.18,3,3,30050.00,11,5,"TO PROVIDE EDUCATIONAL SERVICES BEYOND THE CLASSROOM TO HELP STUDENTS SUCCEED FROM FIRST GRADE THROUGH COLLEGE AND CAREER. WE BRING TOGETHER STUDENTS, VOLUNTEERS, FAMILIES, AND COMMUNITY PARTNERS IN PROVEN PROGRAMS THAT TEACH, EMPOWER AND TRANSFORM.",9,0.0,7.30
464119141,Childrens Literacy Project,OR,Lake Oswego,B,childrensliteracyproject.org,2,,1930771.00,2074231.00,1930554.00,0.00,99.99,2,1,30000.00,10,5,To provide training tools and software to churches to equip their work in schools and provide support for initial efforts.,12,0.0,
020646450,Partnership for Children,CA,Salinas,P,www.partnershipforkids.org,6,12,508495.00,571445.00,507187.00,0.00,99.74,3,3,31200.00,10,5,To increase access to medical care for children with serious illnesses and support their families.,6,0.0,2.00
840659941,SOUTH CENTRAL COLORADO SENIORS INC,CO,ALAMOSA,P,N/A,53,,2733776.00,1822934.00,2677312.00,53224.00,97.93,3,3,63500.00,10,5,AREA AGENCY ON AGING.,6,1.9,
261409007,TOMORROW'S YOUTH ORGANIZATION,VA,MCLEAN,B,WWW.TOMORROWSYOUTH.ORG,1,0,1245536.00,1853303.00,1240278.00,0.00,99.58,2,2,250.00,10,5,"TOMORROW'S YOUTH ORGANIZATION (TYO) IS A U.S. BASED NONPROFIT DEDICATED TO EMPOWERING MARGINALIZED COMMUNITIES ACROSS THE MIDDLE EAST THROUGH HOLISTIC, TRAUMA-INFORMED PROGRAMS IN EDUCATION, LIVELIHOOD, MENTAL HEALTH, AND WOMEN EMPOWERMENT. TYO'S MULTIGENERATIONAL APPROACH, LED BY LOCAL STAFF WITH INTERNATIONAL SUPPORT, ADDRESSES THE EDUCATIONAL, EMOTIONAL, AND PHYSICAL NEEDS OF VULNERABLE CHILDREN, YOUTH, AND FAMILIES.",12,0.0,
680375763,FIRE SAFE MARIN INC,CA,SAN ANSELMO,M,firesafemarin.org,12,,2351013.00,2348848.00,2350968.00,0.00,100.00,2,1,70000.00,10,5,"FIRE SAFE MARIN IS DEDICATED TO REDUCING WILDFIRE HAZARDS AND IMPROVING FIRE-SAFETY AWARENESS IN MARIN COUNTY, CA. WE FOSTER COMMUNITY INVOLVEMENT BY BUILDING PARTNERSHIPS, CREATING FIREWISE COMMUNITIES AND PROVIDING RESOURCES FOR MITIGATING FIRE DANGER AND ENHANCING WILDFIRE SAFETY.",12,0.0,
770079748,COMMUNITY HOUSING & SHELTER SERVICE,CA,MODESTO,L,,12,,2314514.00,2330624.00,2270021.00,0.00,98.08,3,1,175000.00,10,5,TO PROVIDE TEMPORARY SHELTER TO THE HOMELESS OF STANISLAUS COUNTY. ALSO PROVIDED TRANSPORTATION AND REFERRAL SERVICES AND MANAGED TRANSITIONAL HOUSING.,6,0.0,
821489150,BAHAMAS YOUTH FOUNDATION USA INC,FL,WINDERMERE,B,WWW.BAHAMASYOUTHFOUNDATION.ORG,0,7,2761127.00,4135492.00,2582334.00,0.00,93.52,0,0,0,10,5,EDUCATION OF BAHAMAS YOUTH THROUGH SCHOLARSHIPS AND DISASTER RELIEF AND REBUILDING EFFORTS DUE TO HURRICANES AND OTHER NATURAL DISASTERS.,12,0.0,
330082789,National Network of Youth Ministries,CA,San Diego, ,www.nnym.org,28,952,1985031.00,1915210.00,1842725.00,16575.00,92.83,2,2,4500.00,10,5,"Our vision is to see every youth leader thrive in deeper connection with God and each other so that every young person is changed by the story of Jesus. We create collaborative spaces for youth leaders to be personally encouraged, professionallyequipped and spiritually strengthened for faithful and effective ministry with the next generation.",9,0.8,34.00
941711728,BERKELEY YOUTH ALTERNATIVES,CA,Berkeley,P,WWW.BYAONLINE.ORG,35,,2268993.00,2181921.00,2268993.00,0.00,100.00,5,3,9500.00,10,5,"Our mission is to help children, youth, and their families address issues andproblems via Prevention by reaching youth before their problems become crises, andvia Intervention through the provision of support services to youth entangled in thejuvenile justice system. BYA he",6,0.0,
251924033,Life Skills FORE Pasadena YouthInc,CA,Pasadena,N,www.thefirstteepasadena.org,22,150,773451.00,855443.00,772553.00,0.00,99.88,1,1,4000.00,10,5,"To impact the lives of young people by providing educational programs that build character, instill life-enhancing values and promote healthy choices through the game of golf.",12,0.0,6.82
942684774,Senior Advocacy Services,CA,Petaluma,E,www.senioradvocacyservices.org,18,82,1087732.00,1085779.00,1086759.00,0.00,99.91,4,2,10000.00,10,5,"SENIOR ADVOCACY SERVICES PROMOTES THE HEALTH, DIGNITY, RIGHTS AND QUALITY OF LIFE OF SENIORS AND DISABLED IN THE NORTH BAY.",6,0.0,4.56
953628770,LIVING FREE NON-PROFIT ANIMAL SANCTUARY,CA,MOUNTAIN CENTER, ,N/A,30,65,2001286.00,1300862.00,1914015.00,14437.00,95.64,1,1,5000.00,10,5,A NO KILL ANIMAL SANCTUARY THAT SAVES AND FINDS HOMES FOR ANIMALS FACING IMMINENT SHELTER EUTHANASIA,12,0.7,2.17
990118209,KUALOA-HEEIA ECUMENICAL YOUTH PROJECT,HI,KANEOHE,P,KEYPROJECT.ORG,12,100,1196177.00,1168808.00,1039455.00,150079.00,86.90,5,4,254500.00,9,5,"THE MISSION OF KEY PROJECT IS TO NURTURE AND PROMOTE THE CULTURAL ENVIRONMENTAL, SOCIAL, ECONOMIC AND RECREATIONAL WELL-BEING OF THE KUALOA-HEEIA AREA BY PROVIDING A VITAL GRASSROOTS CIVIC RESOURCE THAT EFFECTIVELY SERVES THE NEEDS OF OUR DIVERSE MULTI-CULTURAL COMMUNITY.",12,12.5,8.33
930829653,GOSPEL RESCUE MISSION OF GRANTS PASS,OR,GRANTS PASS,P,GOSPELRESCUEMISSIONGP.ORG,20,75,2829341.00,1309485.00,2303903.00,436938.00,81.43,5,2,45000.00,9,5,"SERVING BETWEEN 125 AND 135 HOMELESS MEN, WOMEN AND CHILDREN DAILY PROVIDING FOOD, CLOTHING AND SHELTER TO THOSE IN NEED.",12,15.4,3.75
956205446,Widows Orphans & Disabled Firefighter's,CA,Los Angeles,M,www.lafra.org,0,74,1365510.00,1438059.00,1363569.00,0.00,99.86,0,0,0,9,5,"Provide financial assistance to Widows, Orphans, and Disabled Firefighters. Purchase durable medical equipment for Widows, Orphans, and Disabled Firefighters.",12,0.0,
911166240,FERNDALE FOOD BANK,WA,FERNDALE, ,WWW.FERNDALEFOODBANK.ORG,5,267,1835648.00,1847589.00,1829454.00,0.00,99.66,1,1,3500.00,9,5,THE FERNDALE FOOD BANK IS A LOCAL FOOD BANK THAT DISTRBUTES FOOD TO COMMUNITY MEMBERS IN NEED OF ASSISTANCE.,6,0.0,53.40
860594785,Childrens Action Alliance Inc,AZ,Phoenix, ,www.azchildren.org,23,13,2332119.00,2647628.00,2225348.00,0.00,95.42,0,0,0,9,5,"Through research publications, media campaigns, and advocacy, CAA seeks to influence policies and decisions affecting the lives of Arizona children and their families on issues related to health, child abuse and neglect, early care and education, budget and taxes, juvenile justice, children and immigration and working families. Continued on Schedule O.",12,0.0,0.57
951642361,Associated Students of Glendale College,CA,Glendale,B,Glendale.edu/as,1,35,536154.00,763413.00,518991.00,0.00,96.80,2,1,2000.00,9,5,The Associated students of Glendale College Provide supplemental support for the student organizations and programs.,6,0.0,35.00
943119310,SENIOR COASTSIDERS INC,CA,HALF MOON BAY,P,WWW.SENIORCOASTSIDERS.ORG,12,300,1567086.00,1372831.00,1274632.00,150453.00,81.34,8,4,110000.00,9,5,"SENIOR COASTSIDERS PROVIDES OPPORTUNITIES, SUPPORT, AND RESOURCES FOR OLDER ADULTS LIVING ON THE SAN MATEO COUNTY COAST. WE CELEBRATE THE VALUE OF SENIORS AND ACT AS A COMMUNITY RESOURCE FOR INFORMATION, CAREGIVER SUPPORT, AND INNOVATIVE APPROACHES TO SUCCESSFUL AGING.",6,9.6,25.00
133171815,ELEM YOUTH IN DISTRESS INC,NY,NEW YORK,Q,WWW.ELEM.ORG,10,28,1551912.00,1498623.00,1559457.00,0.00,100.49,2,1,12000.00,9,5,"ELEM-US IS THE U.S.-BASED PARTNER ORGANIZATION OF ELEM IN ISRAEL, DEDICATED TO SECURING FINANCIAL SUPPORT AND INCREASING AWARENESS TO SUSTAIN AND EXPAND PROGRAMS THAT TRANSFORM THE LIVES OF AT-RISK YOUTH IN ISRAEL.",12,0.0,2.80
450920240,Jeff's Place Children's Bereavement,MA,Framingham,P,www.jeffsplace.org,10,10,516896.00,530867.00,497837.00,14610.00,96.31,3,2,5500.00,9,5,"Jeff's Place offers hope and healing in a supportive community for grieving children, teens, families and individuals.",6,2.8,1.00
382268351,EMERGENCY SHELTER SERVICES INC,MI,BENTON HARBOR,L,ESSBERRIEN.ORG,39,,1269290.00,1357029.00,1115380.00,153910.00,87.87,3,3,26000.00,9,5,EMERGENCY SHELTER AND ASSISTANCE FOR LOCAL FAMILIES IN BERRIEN COUNTY.,12,12.1,
931015598,HABITAT FOR HUMANITY OF CENTRAL LANE,OR,EUGENE, ,HABITATLANE.ORG,14,146,1536363.00,993798.00,1461555.00,65672.00,95.13,0,0,0,9,5,"HABITAT FOR HUMANITY OF CENTRAL LANE IS A CHRISTIAN BASED ECUMENICAL MINISTRY BUILDING SIMPLE, DECENT HOMES IN PARTNERSHIP WITH PEOPLE IN NEED. THE ORGANIZATION ALSO OPERATES A RESTORE WHERE DONATED BUILDING MATERIALS ARE SOLD TO HELP FUND THE HOME BUILDING PROGRAM. THE MISSION IS TO BRING PEOPLE TOGETHER TO BUILD HOMES, COMMUNITITIES, AND HOPE.",6,4.3,10.43
043316013,The Childrens Room Center for Grieving Children,MA,Arlington,P,www.childrensroom.org,16,,1899558.00,1716920.00,1785715.00,4250.00,94.01,5,4,703.00,9,5,"The Childrens Room creates safe, supportive commuities so that no child, teen or family has to grieve alone.",9,0.2,
030472883,CASA for Children of the District of,DC,Washington,P,www.casadc.org,30,150,1479918.00,1465787.00,1479705.00,0.00,99.99,5,4,23200.00,9,5,"Court appointed special advocates of DC (CASA DC) promotes court-appointed volunteer advocacy so that every abused and neglected child in the DC foster care or juvenile justice system can be safe, establish permanence and have the opportunity to thrive.(Schedule O)CASA DC recruits, trains, and supervises community volunteers who regularly visit with children and their families, gather information, and advocate for the children's best interests in court. CASA DC provides a ""voice in court"" of child victims of abuse and neglect.",9,0.0,5.00
721271514,Childrens Advocacy Center - Hope House,LA,Covington,R,N/A,11,35,1633760.00,1293848.00,1523723.00,0.00,93.26,2,1,950.00,9,5,"To provide a child-oriented, multidisciplinary forensice interview enviroment facility and counseling center for victims of abuse and their families.",12,0.0,3.18
351125675,Sheldon Swope Art Museum Inc,IN,Terre Haute,A,N/A,18,300,1460644.00,991084.00,1139381.00,3175.00,78.01,3,1,15000.00,9,5,Operation of art museum,6,0.2,16.67
680270692,SONOMA COUNTY CHILDREN'S CHARITIES INC,CA,SANTA ROSA,N,WWW.THESCHULZ.ORG,0,0,985301.00,986161.00,1413428.00,0.00,143.45,0,0,0,9,5,"SONOMA COUNTY CHILDREN'S CHARITIES IS DEDICATED TO THE DEVELOPMENT, PROTECTION, AND EDUCATION OF YOUTH IN SONOMA COUNTY. THIS ORGANIZATION WILL HOST AN ANNUAL FUNDRAISING EVENT AND THE NET PROCEEDS FROM THIS EVENT WILL FUND PROGRAMS THAT DEVELOP THE QUALITIES NECESSARY TO HELP THE YOUTH IN SONOMA COUNTY TO BECOME RESPONSIBLE, CARING CITIZENS AND FUTURE LEADERS IN THE COMMUNITY.",12,0.0,
311763841,MARY'S SHELTER,AL,ELBERTA,P,WWW.MARYSHELTER.ORG,17,,1381925.00,829553.00,1184273.00,0.00,85.70,4,3,6500.00,9,5,MARY'S SHELTER EXISTS TO PROVIDE RESIDENTIAL CARE IN A SUPPORTIVE ENVIRONMENT FOR PREGNANT WOMEN AND NEW MOTHERS WHO LACK SUITABLE HOUSING OR FAVORABLE FAMILIAL RELATIONSHIPS.,12,0.0,
350996134,THE HUMANE SOCIETY OF ELKHART COUNTY,IN,BRISTOL,D,WWW.ELKHARTHUMANESOCIETY.ORG,49,195,2289400.00,2599270.00,1885265.00,373579.00,82.35,3,2,8000.00,9,5,"THE HUMANE SOCIETY OF ELKHART COUNTY IS DEDICATED TO PROMOTING RESPECT AND RESPONSIBILITY FOR ALL ANIMALS AND TO THE PREVENTION OF SUFFERING AND NEGLECT THROUGH EDUCATION, PUBLIC SERVICE AND ADOPTION.",12,16.3,3.98
852395885,DYSLEXIA ALLIANCE FOR BLACK CHILDREN,NY,NEW ROCHELLE,B,https://www.dyslexiaallianceforblackchildren.org/,5,12,593299.00,419823.00,553115.00,32845.00,93.23,2,2,106254.00,9,5,TO ELIMINATE THE AMPLIFIED INEQUITIES FOR BLACK CHILDREN EXPERIENCING UNADDRESSED DYSLEXIA AND RELATED LEARNING DISABILITIES.,12,5.5,2.40
742283493,Bulverde Area Humane Society,TX,Bulverde, ,N/A,26,40,2232339.00,348410.00,2216847.00,10935.00,99.31,1,1,1000.00,9,5,Care and placement of abandoned animals.,12,0.5,1.54
742625611,BULVERDE SENIOR CENTER,TX,BULVERDE,N,BSBAC.COM,5,150,854313.00,644565.00,610498.00,120020.00,71.46,2,2,25000.00,9,5,"TO PROMOTE INTEREST AND PARTICIPATION IN VARIOUS RECREATIONAL, SOCIAL, EDUCATIONAL, AND LIFE ENRICHMENT ACTIVITIES FOR THE BENEFIT OF SENIOR CITIZENS.",12,14.0,30.00
742700852,CHILDREN'S ADVOCACY CENTER OF THE COASTAL BEND,TX,CORPUS CHRISTI,I,N/A,21,20,1520652.00,1473210.00,1400102.00,0.00,92.07,2,2,8500.00,9,5,NUECES COUNTY CHILDRENS ADVOCACY CENTER IS ORGANIZED TO PROVIDE A SAFE ENVIRONMENT FOR SEXUAL AND PHYSICAL CHILD ABUSE INVESTIGATIONS. THERE IS A COMPREHENSIVE PROGRAM IN ORDER TO MAKE INVESTIGATIONS AND INTERVIEWS LESS TRAUMATIC.,12,0.0,0.95
680367383,MENDOCINO COAST CHILDRENS FUND,CA,MENDOCINO,P,WWW.MCCF.INFO,3,25,686005.00,447444.00,616732.00,0.00,89.90,3,2,42000.00,9,5,"MCCF RESOURCES AND ASSISTS UNDERSERVED CHILDREN, FAMILIES, AND COMMUNITY MEMBERS EXPERIENCING MISFORTUNE DUE TO ENVIRONMENTAL DISASTERS AND ECONOMIC INEQUALITY",12,0.0,8.33
364353904,CHILDREN'S RELIEF INTERNATIONAL,TX,ROCKWALL,Q,WWW.CHILDRENSRELIEF.ORG,25,50,2901472.00,2471593.00,2881547.00,0.00,99.31,2,2,2500.00,9,5,OUR MISSION IS TO SHARE THE LIGHT OF CHRIST WITH THE POOR OF OUR TIME IN WORD AND DEED.,12,0.0,2.00
561865237,HERTFORD-NORTHAMPTON SMART START PARTNERSHIP FOR CHILDREN INC,NC,Murfreesboro,B,northamptonsmartstart.org,6,80,568030.00,561545.00,565429.00,750.00,99.54,2,1,300.00,9,5,To network and advocate for children and families to ensure successful futures.,6,0.1,13.33
751633415,HARMONY HOME CHILDREN'S ADVOCACY CENTER INC,TX,ODESSA,P,www.ohhcac.org,26,23,1909564.00,1584562.00,1957081.00,0.00,102.49,5,4,160000.00,9,5,"The mission of the Center is to reduce the trauma and heal the hurt suffered by children subjected to physical, sexual, and/or emotional abuse, as well as their families, through the provision of forensic interviews, therapy, victim services, investigations, perpetrator prosecutions, and abuse prevention as well as to encourage the disclosure.",8,0.0,0.88
462570640,HEARTS & HOMES FOR VETERANS INC,FL,FORT MYERS,W,WWW.HHVETERANS.COM,8,51,1435261.00,1197667.00,1452210.00,0.00,101.18,2,2,20500.00,9,5,TO END HOMELESSNESS AMONG ALL VETERANS IN SOUTHWEST FLORIDA AND TO LIFT THEM OUT OF POVERTY.,12,0.0,6.38
770504872,ANIMAL SERVICES FOUNDATION OF,CA,CAMARILLO,P,ANIMALSERVICESFOUNDATIONOFVENTURACOUNTY.ORG,0,,502041.00,255588.00,395944.00,0.00,78.87,3,3,40300.00,9,5,"THE CORPORATION'S PURPOSE IS TO CONDUCT CHARITABLE ACTIVITIES TO PROVIDE FINANCIAL AND OTHER FORMS OF SUPPORT TO THE VENTURA COUNTY ANIMAL SERVICES (VCAS) OF THE COUNTY OF VENTURA WHICH IS OWNED AND OPERATED BY THE COUNTY OF VENTURA. THIS SUPPORT SHALL SUPPLEMENT, NOT REPLACE OR SUBSTITUTE FOR, THE SUPPORT VCAS RECEIVES FROM THE COUNTY OF VENTURA AND OTHER RESOURCES.",12,0.0,
824728317,West Region Wildfire Council,CO,Ridgway,M,cowildfire.org,8,,1600591.00,1305302.00,1561325.00,39266.00,97.55,2,2,5300.00,9,5,"Increases resilience to wildfire in Delta, Gunnison, Hinsdale, Montrose, Ouray and San Miguel Counties in Colorado",12,2.5,
621616145,COMMUNITY ALLIANCE FOR THE HOMELESS,TN,MEMPHIS,P,WWW.CAFTH.ORG,21,60,2459328.00,2444911.00,2408097.00,49542.00,97.92,4,2,17000.00,9,5,COMMUNITY ALLIANCE FOR THE HOMELESS UNITES PARTNERS AND COORDINATES A COMPREHENSIVE RESPONSE SYSTEM TO END HOMELESSNESS IN MEMPHIS AND SHELBY COUNTY.,6,2.0,2.86
204641700,transcenDANCE Youth Arts Project,CA,San Diego,B,www.tdarts.org,29,14,1265682.00,1234530.00,1078945.00,181278.00,85.25,44,14,531939.00,9,5,"We provide equitable access to dance & performance, & holistic wraparound services, for young people from marginalized communities. We support youth as they transcend barriers, recognize their own potential & power, and create positive change.",12,14.3,0.48
593735653,HOPE FOR HAITI CHILDREN'S CENTER,TN,NASHVILLE,Q,DANITASCHILDREN.ORG,5,9,1831517.00,2327834.00,1751199.00,75342.00,95.61,2,1,15000.00,9,5,"WE RESCUE, LOVE AND CARE FOR ORPHANS AND IMPOVERISHED CHILDREN IN HAITI, MEETING THEIR PHYSICAL, EMOTIONAL, EDUCATIONAL AND SPIRITUAL NEEDS SO THEY ARE EMPOWERED TO BECOME LEADERS IN THEIR COMMUNITIES AND NATION.",12,4.1,1.80
201668619,GRIP OUTREACH FOR YOUTH,IL,CHICAGO,O,WWW.GRIPYOUTH.COM,21,350,1427937.00,1861871.00,1142564.00,0.00,80.02,3,3,12000.00,9,5,"TO INVEST IN THE LIVES OF CHICAGO'S YOUTH THROUGH CHRIST-CENTERED, LIFE-ON-LIFE RELATIONSHIPS. WE HAVE A VISION FOR THOUSANDS UPON THOUSANDS OF KIDS TO GROW INTO SOLID CHRISTIAN ADULTS WHO WILL POSITIVELY IMPACT AND CONTRIBUTE TO SOCIETY, THEIR COMMUNITIES, THEIR CHURCHES, AND THEIR FAMILIES.",6,0.0,16.67
680430154,SENIORS FIRST INC,CA,AUBURN,P,www.seniorsfirst.org,45,350,2954197.00,2344692.00,2885442.00,46133.00,97.67,8,4,21300.00,9,5,TO PROVIDE LONG TERM SUPPORT AND SERVICES TO HELP PLACER COUNTY OLDER ADULTS MAINTAIN THEIR INDEPENDENCE AND THRIVE.,6,1.6,7.78
